transaction_id,customer_id,transaction_date,product_name,product_category,quantity,unit_price,total_amount
22926,2441,2022-02-21,Sneakers,Footwear,1,83.37,83.37
43896,4746,2022-02-21,T-Shirt,Clothing,1,25.48,25.48
11133,1232,2022-02-21,Laptop,Electronics,1,967.89,967.89
24222,2590,2022-02-21,Headphones,Electronics,1,94.06,94.06
29457,3106,2022-02-22,Smartphone,Electronics,2,646.27,1292.54
1548,163,2022-02-22,Watch,Accessories,1,185.48,185.48
10599,1182,2022-02-22,Headphones,Electronics,1,87.88,87.88
5501,610,2022-02-22,Headphones,Electronics,1,97.83,97.83
5466,610,2022-02-23,Sneakers,Footwear,1,78.36,78.36
37029,3974,2022-02-23,Headphones,Electronics,1,83.86,83.86
21803,2310,2022-02-24,Sneakers,Footwear,2,84.23,168.46
8196,907,2022-02-24,Coffee Maker,Home,2,79.94,159.89
602,64,2022-02-24,Watch,Accessories,1,213.39,213.39
29459,3106,2022-02-24,Book,Books,1,15.94,15.94
1707,184,2022-02-24,Jeans,Clothing,3,61.45,184.35
24303,2596,2022-02-24,Sneakers,Footwear,2,73.96,147.92
31052,3287,2022-02-25,Jeans,Clothing,1,59.37,59.37
6852,746,2022-02-25,T-Shirt,Clothing,1,24.22,24.22
19612,2081,2022-02-26,Headphones,Electronics,1,87.92,87.92
31512,3363,2022-02-26,Smartphone,Electronics,2,571.12,1142.23
41177,4422,2022-02-27,Jeans,Clothing,1,56.73,56.73
11122,1232,2022-02-27,Smartphone,Electronics,1,621.34,621.34
41515,4458,2022-02-27,Watch,Accessories,1,202.24,202.24
20086,2137,2022-02-27,Laptop,Electronics,1,836.89,836.89
44312,4790,2022-02-27,Sneakers,Footwear,2,86.29,172.57
12573,1374,2022-02-28,Smartphone,Electronics,1,650.65,650.65
9418,1041,2022-02-28,Laptop,Electronics,1,983.73,983.73
1698,180,2022-02-28,Smartphone,Electronics,1,574.35,574.35
19233,2044,2022-02-28,T-Shirt,Clothing,1,27.11,27.11
22432,2381,2022-02-28,Watch,Accessories,1,207.08,207.08
20620,2185,2022-02-28,Watch,Accessories,1,192.89,192.89
34991,3756,2022-03-01,Jeans,Clothing,1,59.83,59.83
5352,592,2022-03-01,Jeans,Clothing,1,61.2,61.2
32717,3497,2022-03-01,Sneakers,Footwear,1,86.38,86.38
35257,3791,2022-03-02,Headphones,Electronics,1,82.18,82.18
4622,519,2022-03-02,Headphones,Electronics,2,82.27,164.54
13589,1468,2022-03-02,Headphones,Electronics,1,90.45,90.45
22946,2442,2022-03-03,Headphones,Electronics,1,94.18,94.18
13039,1415,2022-03-03,Sneakers,Footwear,1,80.7,80.7
37576,4044,2022-03-03,Sneakers,Footwear,1,86.07,86.07
41522,4458,2022-03-04,Sneakers,Footwear,1,76.7,76.7
18771,1992,2022-03-04,Book,Books,1,16.33,16.33
44314,4790,2022-03-04,Laptop,Electronics,1,900.52,900.52
10580,1182,2022-03-04,Jeans,Clothing,1,55.28,55.28
19264,2052,2022-03-04,Laptop,Electronics,1,842.33,842.33
38099,4092,2022-03-05,Sneakers,Footwear,1,84.8,84.8
26252,2813,2022-03-05,Coffee Maker,Home,1,77.69,77.69
27556,2929,2022-03-05,Headphones,Electronics,2,85.23,170.45
2936,323,2022-03-05,Backpack,Accessories,1,53.02,53.02
26623,2845,2022-03-05,Laptop,Electronics,1,986.95,986.95
31027,3287,2022-03-05,Sneakers,Footwear,1,72.43,72.43
25902,2770,2022-03-06,Jeans,Clothing,2,53.62,107.25
35903,3865,2022-03-06,Book,Books,1,15.35,15.35
25950,2773,2022-03-06,Smartphone,Electronics,1,655.66,655.66
8764,979,2022-03-06,T-Shirt,Clothing,2,24.23,48.46
31403,3342,2022-03-06,Watch,Accessories,1,182.1,182.1
9713,1088,2022-03-07,Laptop,Electronics,1,949.07,949.07
36748,3949,2022-03-07,Jeans,Clothing,1,60.74,60.74
39030,4187,2022-03-08,T-Shirt,Clothing,1,22.7,22.7
4494,499,2022-03-08,Backpack,Accessories,1,45.76,45.76
4982,559,2022-03-08,T-Shirt,Clothing,2,26.64,53.27
6781,743,2022-03-08,Headphones,Electronics,2,87.36,174.72
39895,4284,2022-03-09,Book,Books,1,13.69,13.69
33680,3620,2022-03-09,Watch,Accessories,1,214.81,214.81
14946,1608,2022-03-09,Sneakers,Footwear,1,73.62,73.62
44728,4828,2022-03-09,Laptop,Electronics,2,839.21,1678.42
25814,2758,2022-03-09,Laptop,Electronics,1,909.68,909.68
38126,4092,2022-03-10,Backpack,Accessories,1,51.99,51.99
2035,223,2022-03-10,Backpack,Accessories,1,53.83,53.83
11129,1232,2022-03-10,T-Shirt,Clothing,1,24.76,24.76
634,64,2022-03-10,Headphones,Electronics,1,86.34,86.34
4125,475,2022-03-10,Watch,Accessories,2,181.75,363.51
34981,3756,2022-03-10,Smartphone,Electronics,2,541.11,1082.23
15963,1698,2022-03-10,Laptop,Electronics,1,895.81,895.81
6070,666,2022-03-10,Coffee Maker,Home,1,74.01,74.01
23928,2569,2022-03-10,Sneakers,Footwear,1,86.33,86.33
19241,2047,2022-03-10,Book,Books,1,14.65,14.65
865,103,2022-03-11,Backpack,Accessories,1,52.09,52.09
16028,1700,2022-03-11,Backpack,Accessories,1,53.3,53.3
14422,1555,2022-03-11,Jeans,Clothing,1,62.01,62.01
39812,4275,2022-03-11,Backpack,Accessories,1,52.9,52.9
34267,3684,2022-03-11,Coffee Maker,Home,1,79.54,79.54
1554,163,2022-03-11,Jeans,Clothing,1,59.53,59.53
32849,3519,2022-03-11,Backpack,Accessories,2,53.34,106.68
8772,979,2022-03-11,Backpack,Accessories,1,53.01,53.01
4629,519,2022-03-11,Headphones,Electronics,1,87.33,87.33
25998,2777,2022-03-12,Coffee Maker,Home,1,82.82,82.82
38591,4145,2022-03-12,Laptop,Electronics,1,967.81,967.81
12411,1357,2022-03-13,Sneakers,Footwear,1,84.46,84.46
26612,2845,2022-03-13,Sneakers,Footwear,1,76.53,76.53
6069,666,2022-03-13,Backpack,Accessories,2,46.66,93.33
35703,3849,2022-03-13,Sneakers,Footwear,1,71.52,71.52
26949,2873,2022-03-13,Coffee Maker,Home,1,75.77,75.77
854,101,2022-03-13,Sneakers,Footwear,1,75.52,75.52
42698,4596,2022-03-13,Laptop,Electronics,1,955.38,955.38
1536,163,2022-03-13,Backpack,Accessories,1,49.31,49.31
2886,320,2022-03-14,Jeans,Clothing,2,61.39,122.78
24558,2617,2022-03-14,Laptop,Electronics,3,914.22,2742.66
2934,322,2022-03-15,Backpack,Accessories,1,45.96,45.96
28614,3029,2022-03-15,Watch,Accessories,1,214.76,214.76
6803,743,2022-03-15,Watch,Accessories,1,191.04,191.04
29406,3099,2022-03-15,Laptop,Electronics,1,939.15,939.15
41926,4501,2022-03-15,Watch,Accessories,1,207.18,207.18
44299,4790,2022-03-15,Book,Books,1,15.84,15.84
13626,1473,2022-03-16,Smartphone,Electronics,1,649.82,649.82
13065,1415,2022-03-16,Book,Books,1,15.07,15.07
39262,4213,2022-03-16,Watch,Accessories,1,200.51,200.51
19231,2044,2022-03-16,T-Shirt,Clothing,1,22.65,22.65
44703,4828,2022-03-16,T-Shirt,Clothing,2,27.26,54.52
29624,3138,2022-03-17,T-Shirt,Clothing,2,22.56,45.12
11743,1298,2022-03-17,Coffee Maker,Home,1,82.32,82.32
5349,592,2022-03-17,T-Shirt,Clothing,2,23.07,46.13
33686,3620,2022-03-17,T-Shirt,Clothing,1,26.71,26.71
28508,3021,2022-03-18,Coffee Maker,Home,1,72.78,72.78
2745,303,2022-03-18,T-Shirt,Clothing,1,24.39,24.39
37867,4074,2022-03-18,Laptop,Electronics,1,893.63,893.63
21276,2244,2022-03-18,Coffee Maker,Home,1,86.27,86.27
32850,3519,2022-03-18,Book,Books,1,14.98,14.98
24564,2617,2022-03-18,Smartphone,Electronics,1,561.93,561.93
35715,3849,2022-03-19,Sneakers,Footwear,1,76.97,76.97
44128,4769,2022-03-19,Smartphone,Electronics,1,597.67,597.67
16251,1714,2022-03-19,Smartphone,Electronics,1,615.34,615.34
2102,232,2022-03-19,Jeans,Clothing,1,60.78,60.78
22329,2363,2022-03-20,Coffee Maker,Home,1,74.77,74.77
26254,2813,2022-03-20,Backpack,Accessories,1,44.29,44.29
22431,2381,2022-03-20,Smartphone,Electronics,1,655.99,655.99
22422,2381,2022-03-20,Coffee Maker,Home,1,79.02,79.02
4274,484,2022-03-20,Backpack,Accessories,1,47.1,47.1
6043,666,2022-03-21,Headphones,Electronics,1,88.53,88.53
30605,3233,2022-03-21,Headphones,Electronics,1,87.72,87.72
30622,3233,2022-03-21,Book,Books,1,13.64,13.64
28073,2973,2022-03-21,Backpack,Accessories,1,46.01,46.01
1294,142,2022-03-21,Smartphone,Electronics,1,654.39,654.39
11127,1232,2022-03-22,Smartphone,Electronics,1,648.94,648.94
25054,2679,2022-03-22,Sneakers,Footwear,1,77.56,77.56
28547,3024,2022-03-22,Sneakers,Footwear,1,82.45,82.45
11355,1249,2022-03-22,Jeans,Clothing,1,56.54,56.54
42911,4625,2022-03-22,Sneakers,Footwear,1,74.79,74.79
40803,4388,2022-03-22,Laptop,Electronics,1,847.23,847.23
20824,2204,2022-03-23,Laptop,Electronics,1,964.63,964.63
25684,2739,2022-03-23,Sneakers,Footwear,1,81.36,81.36
25896,2770,2022-03-23,Book,Books,1,14.78,14.78
29232,3088,2022-03-23,Headphones,Electronics,1,86.53,86.53
44707,4828,2022-03-23,Watch,Accessories,3,195.03,585.1
40132,4304,2022-03-23,Coffee Maker,Home,2,72.23,144.45
21806,2310,2022-03-24,Book,Books,1,15.26,15.26
28795,3043,2022-03-24,Laptop,Electronics,1,986.54,986.54
16232,1714,2022-03-24,Coffee Maker,Home,1,79.81,79.81
28544,3024,2022-03-24,Watch,Accessories,3,213.42,640.26
33974,3646,2022-03-24,Sneakers,Footwear,1,81.75,81.75
13584,1468,2022-03-24,Book,Books,1,14.68,14.68
1814,195,2022-03-25,Watch,Accessories,2,182.57,365.13
16248,1714,2022-03-25,Book,Books,1,14.01,14.01
44701,4828,2022-03-25,Watch,Accessories,1,179.15,179.15
36509,3925,2022-03-25,Laptop,Electronics,1,944.27,944.27
43720,4717,2022-03-25,Laptop,Electronics,1,863.04,863.04
37042,3974,2022-03-26,Laptop,Electronics,1,887.23,887.23
9277,1028,2022-03-26,Laptop,Electronics,1,879.91,879.91
20407,2166,2022-03-26,Jeans,Clothing,1,53.63,53.63
11221,1235,2022-03-26,Sneakers,Footwear,1,79.18,79.18
40571,4354,2022-03-26,Sneakers,Footwear,1,82.23,82.23
20954,2215,2022-03-26,T-Shirt,Clothing,2,27.42,54.83
21509,2270,2022-03-26,Sneakers,Footwear,2,72.64,145.27
13033,1415,2022-03-26,T-Shirt,Clothing,1,24.4,24.4
23149,2470,2022-03-26,Coffee Maker,Home,1,86.79,86.79
41388,4448,2022-03-27,Jeans,Clothing,1,60.01,60.01
19875,2116,2022-03-27,Backpack,Accessories,1,51.28,51.28
30606,3233,2022-03-28,Coffee Maker,Home,1,78.53,78.53
1562,163,2022-03-28,Sneakers,Footwear,1,72.75,72.75
28388,3010,2022-03-28,T-Shirt,Clothing,1,24.78,24.78
32697,3495,2022-03-28,Sneakers,Footwear,1,73.31,73.31
26479,2837,2022-03-28,Laptop,Electronics,1,942.45,942.45
1413,150,2022-03-28,Sneakers,Footwear,1,78.69,78.69
16048,1702,2022-03-28,Laptop,Electronics,1,917.0,917.0
13893,1499,2022-03-28,Jeans,Clothing,1,60.75,60.75
26951,2873,2022-03-29,Coffee Maker,Home,1,73.24,73.24
8770,979,2022-03-29,Jeans,Clothing,1,62.84,62.84
24918,2657,2022-03-29,Jeans,Clothing,1,59.28,59.28
16019,1700,2022-03-29,Backpack,Accessories,1,46.86,46.86
31129,3294,2022-03-29,Jeans,Clothing,1,53.32,53.32
20235,2152,2022-03-29,Smartphone,Electronics,1,582.19,582.19
26004,2777,2022-03-29,Book,Books,1,15.97,15.97
6127,673,2022-03-29,T-Shirt,Clothing,2,25.22,50.44
22920,2440,2022-03-30,Sneakers,Footwear,1,80.39,80.39
34281,3687,2022-03-30,Book,Books,2,14.78,29.55
7013,768,2022-03-30,Sneakers,Footwear,1,75.69,75.69
24630,2623,2022-03-31,Book,Books,1,15.19,15.19
44326,4790,2022-03-31,Backpack,Accessories,1,53.79,53.79
38720,4160,2022-03-31,Jeans,Clothing,1,55.73,55.73
46218,4976,2022-03-31,T-Shirt,Clothing,1,24.59,24.59
40136,4304,2022-03-31,Backpack,Accessories,2,46.43,92.86
21927,2320,2022-03-31,Jeans,Clothing,1,58.22,58.22
27577,2930,2022-03-31,Smartphone,Electronics,2,600.11,1200.23
37897,4074,2022-03-31,Backpack,Accessories,1,48.64,48.64
45642,4909,2022-03-31,Watch,Accessories,3,201.69,605.07
11120,1232,2022-03-31,Headphones,Electronics,1,81.19,81.19
37874,4074,2022-03-31,Watch,Accessories,1,211.0,211.0
39573,4246,2022-04-01,Headphones,Electronics,1,86.54,86.54
26583,2840,2022-04-01,Coffee Maker,Home,1,72.1,72.1
19243,2047,2022-04-01,Headphones,Electronics,1,91.34,91.34
36476,3923,2022-04-01,Smartphone,Electronics,1,589.72,589.72
15930,1696,2022-04-01,T-Shirt,Clothing,1,22.95,22.95
6563,713,2022-04-01,Jeans,Clothing,2,64.87,129.74
38115,4092,2022-04-01,Laptop,Electronics,1,852.44,852.44
15237,1638,2022-04-01,Sneakers,Footwear,1,75.35,75.35
39263,4213,2022-04-01,Coffee Maker,Home,1,74.97,74.97
6054,666,2022-04-01,Watch,Accessories,1,198.51,198.51
21373,2252,2022-04-02,Book,Books,1,15.66,15.66
8218,907,2022-04-02,Laptop,Electronics,1,919.43,919.43
36076,3895,2022-04-02,Coffee Maker,Home,1,83.23,83.23
35328,3797,2022-04-02,Laptop,Electronics,1,938.35,938.35
1786,193,2022-04-02,Smartphone,Electronics,1,572.05,572.05
20550,2174,2022-04-02,Backpack,Accessories,1,44.28,44.28
26581,2840,2022-04-02,Backpack,Accessories,1,45.5,45.5
35939,3870,2022-04-02,Backpack,Accessories,2,44.97,89.93
11349,1249,2022-04-02,Laptop,Electronics,1,890.69,890.69
27052,2882,2022-04-02,Jeans,Clothing,1,59.44,59.44
4500,499,2022-04-03,Book,Books,1,15.45,15.45
24533,2617,2022-04-04,Coffee Maker,Home,1,73.91,73.91
1534,163,2022-04-04,Laptop,Electronics,1,922.45,922.45
20392,2166,2022-04-04,Headphones,Electronics,2,88.36,176.73
4150,475,2022-04-04,Laptop,Electronics,3,966.79,2900.36
43955,4754,2022-04-04,Smartphone,Electronics,1,542.18,542.18
11446,1265,2022-04-04,Jeans,Clothing,1,61.46,61.46
34989,3756,2022-04-04,Smartphone,Electronics,1,578.76,578.76
10754,1197,2022-04-04,Laptop,Electronics,1,844.66,844.66
4135,475,2022-04-04,Watch,Accessories,1,181.18,181.18
128,11,2022-04-05,Sneakers,Footwear,1,83.01,83.01
3732,421,2022-04-05,Coffee Maker,Home,2,80.3,160.6
10766,1197,2022-04-05,Jeans,Clothing,2,54.34,108.68
22943,2442,2022-04-05,Backpack,Accessories,1,46.68,46.68
17495,1853,2022-04-05,Backpack,Accessories,1,48.16,48.16
37149,3988,2022-04-05,Book,Books,1,14.29,14.29
21800,2309,2022-04-05,Sneakers,Footwear,1,79.98,79.98
15949,1696,2022-04-05,Laptop,Electronics,1,871.67,871.67
29633,3138,2022-04-05,Watch,Accessories,1,182.95,182.95
28686,3038,2022-04-06,Smartphone,Electronics,1,621.46,621.46
11146,1232,2022-04-06,Backpack,Accessories,1,46.13,46.13
26296,2814,2022-04-06,Sneakers,Footwear,1,80.15,80.15
6570,714,2022-04-06,Coffee Maker,Home,1,76.86,76.86
27497,2920,2022-04-06,Smartphone,Electronics,2,576.29,1152.58
2151,237,2022-04-06,Jeans,Clothing,1,55.1,55.1
29900,3170,2022-04-06,Watch,Accessories,2,192.94,385.88
34636,3718,2022-04-07,Headphones,Electronics,1,97.87,97.87
38516,4141,2022-04-07,Headphones,Electronics,1,89.48,89.48
8228,907,2022-04-07,T-Shirt,Clothing,1,25.97,25.97
18932,2013,2022-04-07,Coffee Maker,Home,1,74.89,74.89
20390,2166,2022-04-07,Smartphone,Electronics,1,638.34,638.34
46183,4972,2022-04-07,Book,Books,2,15.43,30.87
46204,4976,2022-04-08,Laptop,Electronics,1,954.48,954.48
36463,3923,2022-04-08,Laptop,Electronics,2,922.6,1845.19
30593,3233,2022-04-08,Coffee Maker,Home,1,77.24,77.24
5130,577,2022-04-08,Watch,Accessories,1,193.53,193.53
36072,3893,2022-04-08,Watch,Accessories,1,206.48,206.48
24214,2590,2022-04-08,Watch,Accessories,1,213.58,213.58
5336,591,2022-04-09,Headphones,Electronics,1,92.57,92.57
29456,3106,2022-04-09,Laptop,Electronics,1,921.09,921.09
39250,4213,2022-04-09,Headphones,Electronics,1,88.26,88.26
45432,4889,2022-04-09,Watch,Accessories,1,188.45,188.45
38889,4173,2022-04-09,Headphones,Electronics,1,93.83,93.83
43250,4668,2022-04-09,Headphones,Electronics,2,83.94,167.88
35002,3756,2022-04-09,Coffee Maker,Home,1,73.18,73.18
23284,2488,2022-04-09,Watch,Accessories,1,194.6,194.6
1415,150,2022-04-09,Backpack,Accessories,2,45.23,90.45
10015,1117,2022-04-09,Sneakers,Footwear,2,78.47,156.94
43966,4754,2022-04-10,Laptop,Electronics,1,928.37,928.37
38088,4092,2022-04-10,T-Shirt,Clothing,1,24.68,24.68
37772,4061,2022-04-10,Sneakers,Footwear,3,80.02,240.07
1756,192,2022-04-10,Watch,Accessories,1,201.69,201.69
34055,3655,2022-04-10,Laptop,Electronics,3,969.97,2909.9
30249,3202,2022-04-11,Watch,Accessories,1,190.96,190.96
2513,268,2022-04-11,Laptop,Electronics,1,886.83,886.83
22289,2362,2022-04-11,Book,Books,2,15.86,31.73
46157,4972,2022-04-11,Book,Books,1,16.19,16.19
40817,4388,2022-04-11,Watch,Accessories,1,182.22,182.22
17869,1883,2022-04-11,Book,Books,1,13.74,13.74
35182,3778,2022-04-11,Headphones,Electronics,1,88.31,88.31
18374,1954,2022-04-11,Jeans,Clothing,1,55.75,55.75
28421,3012,2022-04-12,Coffee Maker,Home,1,86.72,86.72
26679,2853,2022-04-12,Coffee Maker,Home,1,72.74,72.74
6027,666,2022-04-12,Watch,Accessories,1,218.33,218.33
4485,499,2022-04-12,T-Shirt,Clothing,1,24.98,24.98
32707,3497,2022-04-12,Sneakers,Footwear,1,80.81,80.81
21610,2283,2022-04-12,Sneakers,Footwear,1,82.75,82.75
9926,1114,2022-04-12,Backpack,Accessories,1,45.41,45.41
2510,268,2022-04-12,Watch,Accessories,1,200.18,200.18
27555,2929,2022-04-12,Headphones,Electronics,1,86.77,86.77
3734,421,2022-04-12,Sneakers,Footwear,1,86.65,86.65
6768,742,2022-04-13,Laptop,Electronics,1,986.3,986.3
28459,3016,2022-04-13,Jeans,Clothing,1,62.71,62.71
9852,1106,2022-04-13,T-Shirt,Clothing,1,23.32,23.32
6030,666,2022-04-14,Backpack,Accessories,1,46.96,46.96
16045,1702,2022-04-14,Coffee Maker,Home,1,81.37,81.37
25011,2670,2022-04-14,Book,Books,1,14.38,14.38
27402,2904,2022-04-14,Jeans,Clothing,1,53.56,53.56
40119,4304,2022-04-14,Sneakers,Footwear,1,72.9,72.9
40105,4304,2022-04-14,Smartphone,Electronics,1,601.99,601.99
25073,2679,2022-04-14,Book,Books,1,14.61,14.61
31523,3363,2022-04-15,Headphones,Electronics,1,88.59,88.59
14945,1608,2022-04-15,Watch,Accessories,1,208.97,208.97
29628,3138,2022-04-15,Sneakers,Footwear,1,83.99,83.99
42695,4596,2022-04-15,T-Shirt,Clothing,1,27.08,27.08
19418,2063,2022-04-16,Smartphone,Electronics,1,654.84,654.84
44719,4828,2022-04-16,Smartphone,Electronics,1,588.98,588.98
2604,284,2022-04-16,Watch,Accessories,1,217.81,217.81
32714,3497,2022-04-16,Jeans,Clothing,1,61.13,61.13
26299,2814,2022-04-16,Backpack,Accessories,1,51.91,51.91
39165,4204,2022-04-16,T-Shirt,Clothing,1,24.21,24.21
29988,3181,2022-04-17,Backpack,Accessories,1,48.37,48.37
30534,3226,2022-04-17,Book,Books,1,13.65,13.65
36534,3925,2022-04-17,Coffee Maker,Home,2,83.8,167.6
9399,1036,2022-04-17,Watch,Accessories,1,189.45,189.45
12568,1374,2022-04-17,Smartphone,Electronics,2,652.87,1305.74
12968,1410,2022-04-17,Backpack,Accessories,2,48.92,97.85
34004,3650,2022-04-17,Smartphone,Electronics,1,655.37,655.37
11750,1301,2022-04-17,Book,Books,1,15.09,15.09
8113,900,2022-04-18,Sneakers,Footwear,1,82.92,82.92
18485,1965,2022-04-18,Smartphone,Electronics,1,601.43,601.43
36528,3925,2022-04-18,Sneakers,Footwear,1,86.25,86.25
26938,2873,2022-04-18,Laptop,Electronics,1,903.85,903.85
13028,1415,2022-04-18,Headphones,Electronics,1,90.79,90.79
36393,3919,2022-04-18,Watch,Accessories,1,217.04,217.04
8648,966,2022-04-19,Laptop,Electronics,1,858.55,858.55
26282,2813,2022-04-19,Laptop,Electronics,1,979.51,979.51
19246,2047,2022-04-19,Backpack,Accessories,2,46.8,93.61
24208,2590,2022-04-19,Watch,Accessories,1,201.31,201.31
1559,163,2022-04-19,Smartphone,Electronics,1,647.48,647.48
32088,3429,2022-04-19,Coffee Maker,Home,1,76.43,76.43
29023,3066,2022-04-19,Coffee Maker,Home,1,81.95,81.95
29644,3142,2022-04-19,Book,Books,1,15.8,15.8
29680,3142,2022-04-20,T-Shirt,Clothing,1,25.62,25.62
11132,1232,2022-04-20,Sneakers,Footwear,1,78.62,78.62
29672,3142,2022-04-20,Book,Books,1,14.11,14.11
43022,4638,2022-04-20,Sneakers,Footwear,1,72.54,72.54
26173,2799,2022-04-20,Sneakers,Footwear,1,73.45,73.45
3675,415,2022-04-20,Headphones,Electronics,1,86.97,86.97
31396,3341,2022-04-20,Book,Books,1,15.07,15.07
6042,666,2022-04-20,Coffee Maker,Home,1,78.72,78.72
22288,2362,2022-04-20,Smartphone,Electronics,1,589.69,589.69
38515,4141,2022-04-20,Watch,Accessories,1,196.45,196.45
9793,1096,2022-04-20,Smartphone,Electronics,1,616.92,616.92
13870,1498,2022-04-20,Jeans,Clothing,1,54.1,54.1
22827,2428,2022-04-20,Coffee Maker,Home,2,86.08,172.16
26618,2845,2022-04-20,Book,Books,1,14.27,14.27
22032,2335,2022-04-21,Headphones,Electronics,1,90.66,90.66
13998,1513,2022-04-21,Laptop,Electronics,1,932.07,932.07
30248,3202,2022-04-21,Coffee Maker,Home,1,82.87,82.87
3725,420,2022-04-22,T-Shirt,Clothing,1,23.6,23.6
285,32,2022-04-22,Book,Books,2,13.77,27.55
24215,2590,2022-04-22,Book,Books,1,14.91,14.91
8789,979,2022-04-22,Book,Books,1,14.99,14.99
15947,1696,2022-04-22,Backpack,Accessories,1,47.45,47.45
