customer_id,age,gender,country,signup_date,marketing_channel
114,25,Female,Austria,2023-02-10,Google Ads
115,52,Female,Germany,2023-10-21,Referral
116,52,Female,Germany,2023-04-15,Email
117,50,Female,Germany,2022-05-27,Organic
118,22,Male,Germany,2022-09-29,Social Media
119,59,Female,Germany,2022-05-23,Organic
120,56,Male,Germany,2022-09-10,Email
121,58,Female,Switzerland,2023-07-29,Social Media
122,45,Male,Germany,2023-07-06,Social Media
123,24,Female,Austria,2022-09-27,Referral
124,26,Male,Germany,2023-08-22,Social Media
125,25,Male,Austria,2023-03-15,Google Ads
126,29,Male,Austria,2023-08-21,Google Ads
127,51,Male,Germany,2023-02-13,Email
128,50,Female,Germany,2023-01-06,Organic
129,65,Female,Switzerland,2022-08-13,Google Ads
130,40,Female,Netherlands,2022-05-22,Google Ads
131,41,Male,Germany,2023-06-06,Referral
132,54,Male,Germany,2023-05-21,Organic
133,52,Male,Netherlands,2022-04-04,Organic
134,61,Male,Germany,2022-02-18,Google Ads
135,57,Female,Austria,2022-04-23,Social Media
136,39,Male,Germany,2022-06-06,Google Ads
137,44,Male,Germany,2023-10-05,Email
138,52,Male,Austria,2022-06-13,Social Media
139,18,Male,Austria,2023-11-28,Social Media
140,52,Female,Germany,2023-03-09,Social Media
141,54,Female,Germany,2023-09-03,Google Ads
142,64,Male,Switzerland,2022-03-07,Organic
143,31,Male,Austria,2023-01-30,Social Media
144,20,Male,Germany,2023-01-26,Email
145,18,Male,Austria,2023-09-03,Referral
146,22,Male,Switzerland,2023-04-25,Social Media
147,43,Female,Switzerland,2023-06-26,Email
148,31,Female,Austria,2022-09-15,Referral
149,56,Female,Germany,2023-07-21,Referral
150,44,Male,Switzerland,2022-01-12,Social Media
151,26,Male,Austria,2023-11-28,Social Media
152,32,Female,Germany,2022-04-28,Social Media
153,32,Female,Germany,2023-11-30,Email
154,43,Female,Germany,2023-07-04,Email
155,59,Male,Austria,2022-10-01,Email
156,30,Female,Germany,2023-10-19,Google Ads
157,68,Male,Austria,2022-12-15,Social Media
158,49,Female,Netherlands,2022-04-25,Email
159,56,Female,Switzerland,2022-10-28,Google Ads
160,66,Female,Netherlands,2023-03-22,Email
161,69,Male,Belgium,2022-06-11,Google Ads
162,49,Female,Germany,2023-04-10,Google Ads
163,21,Male,Austria,2022-01-04,Social Media
164,47,Male,Germany,2022-09-27,Social Media
165,54,Male,Netherlands,2023-05-28,Social Media
166,40,Female,Germany,2022-07-02,Social Media
167,56,Male,Belgium,2023-06-04,Google Ads
168,62,Male,Austria,2022-04-19,Social Media
169,32,Female,Switzerland,2023-10-03,Social Media
170,60,Male,Germany,2022-11-02,Email
171,46,Female,Germany,2023-10-17,Google Ads
172,53,Male,Switzerland,2023-06-04,Email
173,30,Male,Germany,2023-09-16,Email
174,49,Female,Switzerland,2022-07-23,Email
175,24,Male,Germany,2022-06-06,Referral
176,68,Male,Austria,2023-01-18,Social Media
177,39,Female,Germany,2022-06-15,Email
178,45,Female,Austria,2023-07-07,Referral
179,19,Female,Austria,2023-06-28,Organic
180,59,Male,Germany,2022-01-01,Social Media
181,62,Male,Germany,2023-09-06,Google Ads
182,23,Female,Germany,2022-11-28,Social Media
183,45,Female,Austria,2023-05-16,Email
184,45,Female,Austria,2022-01-20,Email
185,61,Female,Switzerland,2022-04-25,Google Ads
186,61,Female,Austria,2023-01-07,Google Ads
187,37,Female,Germany,2022-11-11,Email
188,47,Male,Germany,2022-09-03,Google Ads
189,28,Female,Germany,2022-03-01,Organic
190,45,Male,Germany,2022-09-04,Organic
191,42,Male,Belgium,2023-08-04,Social Media
192,56,Female,Netherlands,2022-03-22,Email
193,50,Female,Germany,2022-03-29,Social Media
194,18,Male,Austria,2023-05-13,Email
195,44,Male,Switzerland,2022-03-12,Referral
196,69,Male,Germany,2023-06-30,Organic
197,30,Female,Germany,2022-05-09,Google Ads
198,58,Female,Germany,2022-05-12,Social Media
199,20,Male,Austria,2023-11-07,Social Media
200,56,Male,Belgium,2023-05-02,Google Ads
201,23,Female,Austria,2023-07-17,Social Media
202,25,Male,Germany,2022-06-19,Google Ads
203,44,Female,Germany,2022-09-29,Social Media
204,26,Other,Switzerland,2023-06-25,Google Ads
205,54,Male,Switzerland,2023-09-14,Social Media
206,50,Female,Austria,2023-03-10,Referral
207,68,Male,Austria,2022-08-05,Email
208,59,Male,Germany,2023-07-07,Google Ads
209,61,Female,Switzerland,2023-12-08,Social Media
210,41,Male,Switzerland,2022-07-25,Google Ads
211,32,Other,Germany,2024-01-01,Social Media
212,49,Female,Switzerland,2022-11-16,Google Ads
213,49,Male,Germany,2023-02-13,Organic
214,41,Male,Germany,2023-11-19,Email
215,58,Male,Germany,2023-10-28,Email
216,69,Male,Germany,2023-01-18,Google Ads
217,66,Male,Germany,2023-03-25,Referral
218,66,Male,Germany,2023-06-14,Referral
219,69,Male,Austria,2023-04-08,Google Ads
220,29,Female,Germany,2022-05-04,Google Ads
221,56,Female,Germany,2022-09-11,Google Ads
222,19,Female,Germany,2022-08-19,Social Media
223,20,Male,Austria,2022-03-07,Email
224,66,Male,Germany,2022-12-13,Google Ads
225,54,Female,Germany,2022-01-22,Social Media
226,66,Female,Netherlands,2023-08-26,Social Media
227,34,Male,Switzerland,2023-07-22,Google Ads
228,66,Female,Netherlands,2022-08-24,Organic
229,19,Female,Germany,2023-08-26,Email
230,19,Female,Germany,2022-08-14,Email
231,45,Male,Austria,2022-01-08,Google Ads
232,40,Female,Germany,2022-03-14,Email
233,54,Female,Germany,2023-12-26,Google Ads
234,49,Female,Germany,2023-10-09,Email
235,50,Female,Switzerland,2022-03-02,Social Media
236,18,Female,Germany,2022-08-23,Google Ads
237,36,Female,Netherlands,2022-03-11,Social Media
238,19,Male,Netherlands,2022-02-02,Google Ads
239,61,Female,Germany,2022-12-05,Referral
240,43,Female,Switzerland,2022-03-14,Social Media
241,49,Female,Austria,2023-06-11,Google Ads
242,23,Male,Switzerland,2022-09-01,Google Ads
243,49,Male,Germany,2022-10-13,Organic
244,21,Female,Switzerland,2023-11-17,Google Ads
245,28,Female,Germany,2023-05-13,Email
246,34,Female,Netherlands,2022-08-08,Organic
247,55,Female,Germany,2023-07-07,Google Ads
248,41,Female,Germany,2022-05-16,Google Ads
249,22,Female,Switzerland,2023-08-08,Google Ads
250,69,Female,Switzerland,2023-08-14,Organic
251,51,Female,Austria,2023-04-30,Social Media
252,23,Female,Germany,2022-09-06,Google Ads
253,39,Male,Germany,2023-04-30,Email
254,28,Male,Belgium,2023-02-21,Email
255,65,Female,Switzerland,2022-07-14,Google Ads
256,33,Male,Switzerland,2022-04-07,Google Ads
257,50,Male,Germany,2022-04-10,Social Media
258,26,Male,Germany,2023-11-06,Google Ads
259,23,Male,Austria,2023-03-18,Google Ads
260,33,Male,Switzerland,2022-12-29,Referral
261,46,Male,Germany,2023-03-10,Social Media
262,20,Female,Netherlands,2023-02-25,Organic
263,37,Female,Austria,2023-04-24,Email
264,53,Male,Germany,2022-02-25,Social Media
265,36,Male,Germany,2023-11-21,Email
266,43,Female,Germany,2023-11-01,Social Media
267,20,Male,Austria,2023-10-24,Referral
268,36,Female,Germany,2022-04-11,Organic
269,37,Female,Germany,2022-03-04,Social Media
270,49,Female,Switzerland,2023-02-17,Social Media
271,24,Male,Germany,2022-12-14,Google Ads
272,69,Female,Germany,2022-04-22,Google Ads
273,58,Male,Germany,2022-09-12,Google Ads
274,50,Female,Austria,2022-07-16,Google Ads
275,57,Female,Switzerland,2022-07-14,Email
276,56,Male,Germany,2023-07-04,Social Media
277,35,Male,Switzerland,2023-04-05,Organic
278,57,Male,Austria,2022-05-24,Organic
279,18,Female,Germany,2023-03-09,Google Ads
280,28,Male,Germany,2022-07-07,Organic
281,45,Female,Germany,2022-10-13,Social Media
282,42,Male,Germany,2023-04-19,Social Media
283,67,Female,Switzerland,2022-09-13,Email
284,40,Female,Austria,2022-03-19,Google Ads
285,48,Female,Germany,2023-03-30,Email
286,47,Female,Germany,2023-07-18,Organic
287,59,Male,Germany,2022-04-11,Referral
288,52,Male,Austria,2022-02-21,Email
289,24,Female,Germany,2023-10-30,Organic
290,33,Male,Austria,2023-07-08,Social Media
291,43,Male,Germany,2022-01-16,Social Media
292,65,Male,Austria,2022-04-06,Email
293,69,Male,Netherlands,2022-08-31,Google Ads
294,66,Male,Germany,2022-06-20,Google Ads
295,19,Female,Germany,2023-02-21,Google Ads
296,18,Male,Belgium,2023-05-13,Email
297,65,Female,Germany,2023-05-08,Social Media
298,29,Male,Austria,2022-08-07,Email
299,22,Female,Germany,2023-02-15,Social Media
300,54,Male,Austria,2022-03-02,Social Media
301,49,Female,Germany,2022-06-18,Google Ads
302,26,Female,Belgium,2023-01-24,Social Media
303,58,Male,Switzerland,2022-01-03,Organic
304,52,Female,Switzerland,2023-02-04,Social Media
305,36,Other,Switzerland,2022-09-29,Social Media
306,65,Female,Austria,2023-04-11,Google Ads
307,33,Female,Germany,2022-10-20,Google Ads
308,20,Male,Netherlands,2023-03-10,Social Media
309,37,Female,Belgium,2023-12-15,Social Media
310,41,Male,Germany,2023-07-24,Referral
311,50,Male,Netherlands,2023-11-09,Email
312,41,Other,Austria,2023-05-14,Google Ads
313,69,Male,Austria,2022-06-08,Google Ads
314,28,Female,Germany,2022-07-14,Social Media
315,66,Female,Germany,2022-10-31,Google Ads
316,25,Female,Germany,2022-08-11,Email
317,53,Other,Germany,2022-03-01,Organic
318,55,Male,Austria,2023-08-17,Social Media
319,57,Male,Germany,2023-07-10,Organic
320,37,Male,Germany,2022-03-04,Social Media
321,52,Male,Belgium,2022-11-18,Social Media
322,65,Male,Germany,2022-02-28,Social Media
323,42,Male,Germany,2022-02-21,Social Media
324,52,Female,Germany,2023-08-22,Referral
325,42,Female,Germany,2023-05-04,Google Ads
326,46,Male,Switzerland,2023-05-30,Social Media
327,35,Female,Austria,2023-06-28,Referral
328,63,Male,Switzerland,2022-06-11,Organic
329,35,Male,Germany,2022-02-28,Organic
330,19,Female,Austria,2023-06-05,Referral
331,52,Female,Germany,2022-03-24,Social Media
332,33,Female,Germany,2022-07-10,Organic
333,58,Male,Germany,2022-03-12,Email
334,53,Female,Germany,2023-09-02,Organic
335,50,Female,Germany,2022-03-11,Organic
336,21,Female,Germany,2023-11-23,Google Ads
337,50,Female,Belgium,2022-08-29,Organic
338,31,Female,Germany,2023-02-18,Social Media
339,38,Female,Germany,2022-05-03,Google Ads
340,65,Female,Germany,2023-08-07,Social Media
341,37,Other,Austria,2022-09-10,Referral
342,25,Female,Germany,2023-08-16,Social Media
343,24,Male,Netherlands,2023-09-01,Google Ads
344,20,Female,Belgium,2022-02-10,Google Ads
345,34,Male,Germany,2023-09-27,Referral
346,50,Male,Germany,2022-03-25,Google Ads
347,65,Female,Germany,2023-03-06,Organic
348,29,Female,Austria,2023-11-05,Organic
349,68,Female,Germany,2023-08-21,Google Ads
350,39,Male,Germany,2023-08-02,Google Ads
351,39,Female,Germany,2023-06-20,Email
352,63,Male,Austria,2022-11-20,Referral
353,47,Other,Germany,2022-09-25,Organic
354,55,Other,Germany,2022-07-29,Social Media
355,55,Female,Austria,2023-11-17,Organic
356,62,Female,Austria,2022-11-18,Google Ads
357,68,Female,Netherlands,2022-09-02,Email
358,25,Female,Germany,2022-09-29,Organic
359,44,Male,Switzerland,2023-02-10,Social Media
360,44,Male,Austria,2022-05-15,Organic
361,51,Female,Germany,2023-11-19,Email
362,38,Female,Austria,2023-10-23,Organic
363,47,Male,Germany,2022-11-04,Social Media
364,50,Female,Netherlands,2023-04-14,Google Ads
365,45,Male,Germany,2022-11-20,Organic
366,64,Female,Austria,2022-03-16,Social Media
367,50,Female,Germany,2022-01-10,Social Media
368,22,Female,Belgium,2023-04-15,Referral
369,65,Female,Germany,2023-09-29,Social Media
370,36,Male,Belgium,2023-07-31,Referral
371,21,Male,Netherlands,2022-04-13,Social Media
372,52,Female,Germany,2022-03-17,Google Ads
373,66,Female,Switzerland,2023-07-05,Organic
374,34,Male,Belgium,2022-08-07,Email
375,61,Female,Germany,2023-06-03,Email
376,45,Male,Germany,2022-09-29,Google Ads
377,47,Female,Austria,2022-05-16,Organic
378,46,Female,Germany,2022-12-24,Social Media
379,63,Male,Germany,2022-03-12,Google Ads
380,23,Male,Germany,2022-09-08,Social Media
381,52,Female,Germany,2023-01-14,Email
382,58,Female,Germany,2022-10-19,Social Media
383,54,Female,Germany,2022-06-11,Google Ads
384,41,Female,Netherlands,2023-03-25,Google Ads
385,46,Female,Switzerland,2023-07-11,Social Media
386,66,Other,Germany,2023-12-22,Social Media
387,63,Female,Austria,2022-11-06,Email
388,48,Female,Austria,2023-09-19,Google Ads
389,52,Male,Belgium,2023-11-01,Organic
390,50,Male,Germany,2023-06-26,Email
391,69,Female,Germany,2022-01-09,Social Media
392,38,Male,Netherlands,2023-11-15,Email
393,49,Female,Netherlands,2023-07-22,Social Media
394,40,Female,Switzerland,2022-11-03,Organic
395,50,Female,Switzerland,2023-11-11,Referral
396,20,Male,Germany,2022-04-17,Google Ads
397,35,Male,Austria,2022-05-18,Email
398,42,Male,Germany,2022-09-28,Social Media
399,59,Male,Germany,2022-04-29,Google Ads
400,48,Male,Switzerland,2022-04-20,Organic
401,20,Female,Germany,2023-07-21,Social Media
402,57,Female,Germany,2022-06-09,Social Media
403,63,Female,Netherlands,2022-10-06,Google Ads
404,41,Female,Germany,2022-10-16,Email
405,67,Male,Belgium,2023-09-12,Google Ads
406,49,Female,Belgium,2022-08-04,Referral
407,64,Female,Austria,2022-12-18,Social Media
408,39,Male,Germany,2022-07-28,Google Ads
409,40,Female,Germany,2023-12-05,Email
410,19,Male,Germany,2023-10-12,Social Media
411,44,Female,Germany,2022-09-28,Email
412,59,Other,Germany,2023-06-02,Social Media
413,19,Male,Belgium,2023-05-16,Social Media
414,43,Female,Germany,2022-09-15,Social Media
415,34,Female,Switzerland,2022-02-22,Referral
416,57,Other,Germany,2022-04-05,Email
417,50,Male,Austria,2023-10-12,Organic
418,26,Female,Netherlands,2023-03-10,Google Ads
419,60,Male,Germany,2022-10-11,Email
420,65,Male,Germany,2022-02-15,Google Ads
421,56,Male,Austria,2022-01-04,Referral
422,46,Other,Switzerland,2022-12-08,Email
423,59,Female,Austria,2022-05-14,Email
424,43,Female,Germany,2023-10-15,Social Media
425,52,Female,Germany,2022-09-26,Google Ads
426,67,Male,Belgium,2022-06-15,Google Ads
427,42,Male,Netherlands,2023-03-29,Referral
428,41,Male,Germany,2023-07-19,Social Media
429,30,Male,Switzerland,2023-12-24,Social Media
430,24,Male,Germany,2023-03-14,Google Ads
431,53,Male,Germany,2023-07-29,Social Media
432,62,Male,Germany,2022-01-10,Social Media
433,37,Male,Germany,2022-04-25,Organic
434,18,Male,Austria,2022-03-19,Email
435,25,Male,Germany,2023-12-09,Organic
436,63,Other,Germany,2022-06-02,Organic
437,33,Female,Switzerland,2023-07-13,Social Media
438,31,Other,Austria,2022-02-06,Google Ads
439,29,Male,Austria,2023-01-14,Social Media
440,68,Male,Netherlands,2023-08-20,Referral
441,40,Female,Germany,2023-07-20,Google Ads
442,32,Male,Austria,2022-06-01,Google Ads
443,45,Male,Switzerland,2023-03-17,Google Ads
444,51,Male,Austria,2022-05-11,Google Ads
445,19,Male,Germany,2022-02-12,Social Media
446,49,Male,Germany,2022-11-12,Google Ads
447,40,Male,Netherlands,2023-01-09,Organic
448,39,Female,Germany,2022-02-10,Organic
449,68,Male,Netherlands,2023-01-02,Google Ads
450,42,Male,Austria,2022-08-04,Google Ads
451,39,Female,Austria,2023-11-30,Organic
452,39,Male,Switzerland,2022-09-13,Social Media
453,66,Male,Austria,2023-11-14,Organic
454,69,Female,Germany,2022-04-16,Social Media
455,59,Male,Austria,2022-12-29,Email
456,23,Male,Switzerland,2023-07-28,Email
457,32,Female,Germany,2023-02-21,Email
458,60,Male,Germany,2023-09-28,Organic
459,54,Female,Germany,2022-06-08,Social Media
460,50,Female,Netherlands,2022-08-31,Google Ads
461,25,Male,Germany,2022-06-16,Google Ads
462,61,Female,Austria,2022-07-01,Organic
463,61,Female,Germany,2023-02-27,Social Media
464,22,Male,Germany,2022-01-26,Organic
465,56,Female,Austria,2022-07-03,Google Ads
466,21,Male,Germany,2022-12-07,Social Media
467,23,Female,Austria,2023-02-26,Organic
468,62,Male,Switzerland,2023-11-17,Social Media
469,49,Male,Switzerland,2022-09-12,Google Ads
470,69,Male,Germany,2022-10-01,Social Media
471,47,Female,Netherlands,2022-06-13,Google Ads
472,64,Male,Austria,2023-12-20,Email
473,52,Male,Netherlands,2022-04-21,Email
474,57,Male,Germany,2023-01-27,Google Ads
475,69,Female,Austria,2022-02-09,Google Ads
476,33,Female,Netherlands,2023-04-27,Social Media
477,30,Female,Netherlands,2022-08-16,Google Ads
478,67,Female,Germany,2022-07-24,Referral
479,59,Female,Germany,2023-04-17,Organic
480,47,Male,Germany,2022-12-25,Social Media
481,36,Female,Germany,2022-11-09,Social Media
482,34,Female,Germany,2022-08-22,Referral
483,36,Other,Germany,2022-08-17,Google Ads
484,45,Female,Netherlands,2022-01-25,Google Ads
485,43,Male,Germany,2023-11-07,Organic
486,54,Male,Austria,2022-07-17,Google Ads
487,43,Female,Germany,2023-02-13,Google Ads
488,40,Female,Germany,2022-12-03,Referral
489,26,Female,Germany,2022-10-13,Email
490,29,Female,Germany,2022-03-13,Social Media
491,18,Female,Switzerland,2022-10-13,Social Media
492,18,Male,Netherlands,2022-12-26,Social Media
493,64,Female,Germany,2023-10-19,Organic
494,51,Male,Germany,2023-06-06,Social Media
495,49,Male,Germany,2023-02-14,Social Media
496,65,Male,Netherlands,2023-11-27,Referral
497,42,Female,Switzerland,2023-07-04,Social Media
498,57,Male,Austria,2022-12-06,Social Media
499,62,Male,Austria,2022-01-29,Social Media
500,18,Female,Switzerland,2022-04-29,Social Media
501,33,Male,Germany,2022-09-25,Google Ads
502,56,Female,Germany,2022-07-02,Referral
503,22,Female,Netherlands,2023-08-18,Organic
504,39,Female,Switzerland,2022-09-29,Google Ads
505,46,Female,Austria,2022-02-09,Google Ads
506,20,Male,Austria,2022-04-22,Email
507,29,Female,Germany,2023-09-03,Social Media
508,43,Male,Austria,2023-03-21,Social Media
509,33,Female,Austria,2022-12-20,Referral
510,68,Male,Germany,2022-11-18,Social Media
511,54,Female,Switzerland,2023-03-23,Social Media
512,39,Male,Netherlands,2023-09-13,Google Ads
513,46,Male,Germany,2023-06-08,Google Ads
514,31,Male,Germany,2022-04-29,Social Media
515,45,Male,Germany,2023-01-30,Social Media
516,22,Female,Austria,2023-08-14,Google Ads
517,64,Male,Germany,2022-07-14,Email
518,66,Female,Austria,2022-09-18,Social Media
519,47,Other,Netherlands,2022-02-15,Google Ads
520,63,Female,Germany,2023-12-27,Email
521,69,Male,Netherlands,2023-03-23,Organic
522,22,Male,Belgium,2022-01-02,Google Ads
523,29,Female,Germany,2023-06-17,Social Media
524,33,Male,Germany,2023-07-06,Google Ads
525,43,Male,Belgium,2023-12-05,Email
526,43,Female,Belgium,2023-11-18,Social Media
527,65,Female,Germany,2022-07-21,Google Ads
528,38,Female,Germany,2023-01-08,Social Media
529,56,Male,Germany,2023-03-18,Social Media
530,53,Female,Belgium,2022-03-13,Google Ads
531,50,Male,Germany,2023-11-12,Social Media
532,47,Male,Austria,2022-12-05,Organic
533,54,Female,Switzerland,2023-10-01,Email
534,40,Male,Germany,2022-11-18,Google Ads
535,27,Male,Austria,2023-11-11,Google Ads
536,22,Male,Germany,2022-05-08,Google Ads
537,53,Female,Netherlands,2022-11-04,Social Media
538,51,Female,Germany,2023-06-04,Organic
539,69,Female,Austria,2022-11-13,Referral
540,48,Female,Austria,2023-11-14,Social Media
541,27,Male,Germany,2023-02-23,Social Media
542,36,Male,Germany,2022-12-01,Social Media
543,49,Male,Germany,2023-02-17,Email
544,18,Male,Germany,2023-12-15,Email
545,22,Female,Switzerland,2022-10-30,Organic
546,62,Female,Switzerland,2023-07-22,Organic
547,21,Male,Germany,2022-05-11,Google Ads
548,33,Male,Austria,2022-07-16,Email
549,41,Male,Austria,2023-03-07,Email
550,33,Male,Switzerland,2023-11-12,Google Ads
551,19,Female,Germany,2023-01-24,Google Ads
552,66,Male,Germany,2023-11-25,Email
553,45,Male,Germany,2022-06-28,Email
554,49,Female,Austria,2023-09-23,Email
555,44,Male,Germany,2023-08-06,Email
556,37,Female,Germany,2022-11-05,Email
557,41,Male,Germany,2023-02-20,Email
558,29,Female,Switzerland,2023-07-16,Google Ads
559,67,Other,Germany,2022-01-01,Email
560,52,Female,Germany,2022-11-08,Google Ads
561,50,Male,Germany,2022-10-21,Social Media
562,50,Female,Germany,2022-08-04,Social Media
563,68,Male,Austria,2023-03-17,Email
564,60,Male,Germany,2023-08-17,Email
565,54,Male,Germany,2023-09-14,Referral
566,29,Male,Austria,2023-11-02,Google Ads
567,20,Female,Germany,2022-11-26,Google Ads
568,18,Female,Germany,2023-04-22,Social Media
569,50,Female,Netherlands,2023-03-29,Social Media
570,57,Female,Germany,2023-03-29,Organic
571,27,Female,Germany,2023-11-23,Social Media
572,60,Male,Germany,2022-08-07,Email
573,61,Male,Germany,2023-06-08,Email
574,46,Female,Austria,2023-04-30,Google Ads
575,30,Male,Austria,2022-06-23,Organic
576,29,Female,Switzerland,2023-11-06,Google Ads
577,48,Male,Germany,2022-03-28,Social Media
578,63,Male,Germany,2022-10-18,Organic
579,19,Male,Switzerland,2023-06-12,Organic
580,68,Male,Netherlands,2023-11-11,Social Media
581,67,Male,Germany,2023-10-11,Social Media
582,52,Female,Germany,2023-09-27,Social Media
583,40,Male,Germany,2022-12-10,Social Media
584,34,Female,Germany,2022-04-06,Referral
585,43,Male,Germany,2022-08-29,Email
586,25,Male,Germany,2023-11-20,Google Ads
587,46,Male,Switzerland,2022-11-14,Organic
588,43,Female,Austria,2022-08-19,Google Ads
589,27,Male,Germany,2022-07-23,Google Ads
590,43,Female,Germany,2022-05-31,Referral
591,51,Male,Switzerland,2022-01-26,Organic
592,68,Female,Germany,2022-02-17,Organic
593,58,Male,Austria,2022-09-08,Google Ads
594,24,Female,Germany,2023-05-02,Organic
595,21,Female,Austria,2023-09-18,Social Media
596,67,Female,Germany,2022-03-16,Email
597,62,Male,Germany,2023-04-12,Referral
598,28,Male,Germany,2023-03-01,Social Media
599,46,Male,Germany,2023-10-07,Organic
600,53,Female,Germany,2023-08-13,Google Ads
601,42,Female,Austria,2022-07-19,Social Media
602,38,Female,Germany,2023-12-15,Organic
